item	itemNumber	block	type	shapeOne	shapeTwo	shapeThree	shapeFour	line	shapeFive	shapeSix	shapeSeven	shapeEight	sID	mode	onset_time	record_time	response	Other_keys
42	92.0	2	sample	heartred	trigreen	circlepurp	sqblack	line	octoyellow	diablue	heartred	none	41	prime	1309375112.072860	1.135538	1	
43	5.0	2	sample	octoblue	heartgreen	triyellow	none	line	sqpurp	heartgreen	triyellow	none	41	prime	1309375113.704278	2.321578	6	
44	32.0	2	sample	sqpurp	diagreen	tripurp	trigreen	line	sqpurp	sqpurp	trigreen	trigreen	41	prime	1309375116.543612	3.277603	8	
45	91.0	2	sample	none	octoblack	circleblack	none	line	octoblack	sqblue	circleblack	none	41	prime	1309375120.303651	1.605744	8	
46	14.0	2	sample	triblue	circleblack	triblue	none	line	triblue	circlered	triblue	none	41	prime	1309375122.411809	0.823510	9	
47	65.0	2	sample	diablue	circleblack	diayellow	heartpurp	line	circleblack	diablack	sqred	heartpurp	41	prime	1309375123.748231	2.652506	8	
48	43.0	2	sample	trired	circleblack	diayellow	none	line	diagreen	sqpurp	heartblack	none	41	prime	1309375126.894952	3.682325	2	
49	21.0	2	sample	triblack	heartgreen	triblack	none	line	trigreen	heartblack	trigreen	none	41	prime	1309375131.076013	1.423735	9	
50	79.0	2	sample	heartblack	circleyellow	octopurp	none	line	none	heartblack	circleyellow	none	41	prime	1309375132.981812	1.059240	8	
51	50.0	2	sample	circleblue	circlered	diayellow	none	line	circlepurp	circlered	diayellow	none	41	prime	1309375134.536141	0.963355	9	
52	70.0	2	sample	heartgreen	octoblue	trired	heartpurp	line	heartgreen	octoblue	trired	heartpurp	41	prime	1309375136.018072	1.221637	9	
53	80.0	2	sample	heartyellow	heartblack	heartyellow	none	line	none	heartyellow	heartyellow	none	41	prime	1309375137.721924	1.307661	8	
54	90.0	2	sample	none	heartyellow	circleyellow	none	line	heartyellow	sqblue	circleyellow	none	41	prime	1309375139.512232	3.014348	5	
55	11.0	2	sample	diared	triblue	octoyellow	none	line	trigreen	octored	circlegreen	none	41	prime	1309375143.024816	3.993056	7	
56	64.0	2	sample	circlered	triyellow	circleblue	octogreen	line	triyellow	circleyellow	diapurp	octogreen	41	prime	1309375147.535644	3.111840	6	
57	83.0	2	sample	heartblack	circleblue	heartblack	none	line	none	heartblue	heartblue	none	41	prime	1309375151.131328	1.554689	8	
58	52.0	2	sample	octoblack	octoblack	octoblack	octoblack	line	heartred	heartred	heartred	heartred	41	prime	1309375153.200332	2.468843	7	
59	3.0	2	sample	circlegreen	triyellow	diared	none	line	circlegreen	octoblue	diared	none	41	prime	1309375156.165661	2.834795	7	
60	24.0	2	sample	octogreen	heartgreen	circlegreen	diagreen	line	sqpurp	tripurp	octopurp	heartpurp	41	prime	1309375159.513579	3.248915	2	
61	35.0	2	sample	circleyellow	sqblue	circleyellow	heartblue	line	sqyellow	sqblue	circleblue	heartblue	41	prime	1309375163.276605	2.253634	3	
62	23.0	2	sample	heartblack	circleyellow	heartblack	none	line	circleblack	heartyellow	heartyellow	none	41	prime	1309375166.022400	1.612689	9	
63	33.0	2	sample	sqblack	trigreen	circleblack	circlegreen	line	sqblack	sqblack	circlegreen	circlegreen	41	prime	1309375168.146736	3.764237	6	
64	13.0	2	sample	heartred	tripurp	heartgreen	none	line	circlered	heartpurp	circlegreen	none	41	prime	1309375172.407010	2.918030	1	
65	104.0	2	sample	sqblue	sqblue	diapurp	diayellow	line	diablue	circlepurp	sqyellow	none	41	prime	1309375175.827514	2.381265	4	
66	57.0	2	sample	sqgreen	octoblack	diared	circleblue	line	octoblue	circlered	sqblack	diagreen	41	prime	1309375178.723307	2.186948	9	
67	75.0	2	sample	diagreen	circleyellow	sqblue	none	line	none	diablue	circleyellow	none	41	prime	1309375181.393012	1.539153	8	
68	72.0	2	sample	heartyellow	octogreen	circlepurp	none	line	none	diared	sqblue	none	41	prime	1309375183.415109	1.290426	1	
69	77.0	2	sample	heartred	circleyellow	sqblue	none	line	none	circleyellow	sqblue	none	41	prime	1309375185.188654	1.605090	8	
70	12.0	2	sample	triblack	heartpurp	triyellow	none	line	sqblack	tripurp	sqyellow	none	41	prime	1309375187.290081	2.138827	8	
71	86.0	2	sample	none	sqgreen	heartgreen	none	line	sqpurp	diagreen	heartpurp	none	41	prime	1309375189.909401	5.767675	8	
72	97.0	2	sample	octopurp	heartpurp	heartyellow	none	line	octopurp	octoyellow	heartpurp	heartyellow	41	prime	1309375196.178677	2.846179	8	
73	15.0	2	sample	triyellow	sqgreen	triyellow	none	line	triyellow	sqred	triyellow	none	41	prime	1309375199.524270	0.958991	9	
74	102.0	2	sample	circleyellow	circleyellow	sqgreen	sqblack	line	sqred	heartgreen	circleblack	none	41	prime	1309375200.984735	1.984554	3	
75	38.0	2	sample	triyellow	triyellow	diablue	sqblue	line	triyellow	diayellow	triblue	diablue	41	prime	1309375203.490736	2.610838	8	
76	61.0	2	sample	circlepurp	sqblack	octored	diablack	line	circlepurp	diagreen	octored	sqyellow	41	prime	1309375206.614785	2.188231	9	
77	55.0	2	sample	triblack	triblack	tripurp	tripurp	line	diapurp	diared	diared	sqblack	41	prime	1309375209.322459	1.486035	1	
78	54.0	2	sample	octored	octored	octoblack	octoblack	line	circleblack	circleyellow	circleyellow	diared	41	prime	1309375211.323338	2.186513	3	
79	85.0	2	sample	heartred	octoblack	circlered	none	line	none	heartblack	circleblack	none	41	prime	1309375213.993680	1.836482	7	
80	7.0	2	sample	sqpurp	circlegreen	sqpurp	none	line	sqpurp	circlegreen	sqpurp	none	41	prime	1309375216.318558	0.920328	9	
81	88.0	2	sample	octored	diapurp	circlered	none	line	none	octored	circlered	none	41	prime	1309375217.725057	1.436267	8	
82	42.0	2	sample	circleblack	tripurp	sqblue	none	line	sqyellow	diagreen	heartpurp	none	41	prime	1309375219.654999	0.964784	1	
83	98.0	2	sample	tripurp	tripurp	octoblue	octogreen	line	octopurp	diablue	trigreen	none	41	prime	1309375221.128580	1.032490	1	
84	29.0	2	sample	sqblue	circlepurp	sqblue	circlered	line	sqblue	heartpurp	sqblue	heartred	41	prime	1309375222.675300	0.811747	9	
85	22.0	2	sample	diagreen	triblack	diagreen	none	line	trigreen	diablack	diablack	none	41	prime	1309375223.982837	2.122667	9	
86	8.0	2	sample	heartblue	circleblack	sqyellow	none	line	heartblue	circlegreen	sqblue	none	41	prime	1309375226.598533	0.816277	9	
87	19.0	2	sample	trired	octogreen	trired	none	line	octogreen	trired	octogreen	none	41	prime	1309375227.913819	1.390348	8	
88	93.0	2	sample	octored	sqpurp	diablue	circleyellow	line	triblack	heartgreen	octored	none	41	prime	1309375229.810384	0.869364	1	
89	26.0	2	sample	triblack	heartred	diapurp	diagreen	line	circleblack	sqred	octopurp	octogreen	41	prime	1309375231.194808	1.523452	3	
90	10.0	2	sample	heartblack	diayellow	octogreen	none	line	diablue	octoblack	sqblue	none	41	prime	1309375233.211029	0.799932	1	
91	9.0	2	sample	octopurp	triblue	heartyellow	none	line	octopurp	trigreen	heartpurp	none	41	prime	1309375234.506884	1.343703	9	
92	71.0	2	sample	octoblue	triyellow	heartred	octoblack	line	octoblue	triyellow	heartred	octoblack	41	prime	1309375236.369540	1.304130	9	
93	68.0	2	sample	diagreen	heartpurp	circlegreen	octopurp	line	diagreen	heartpurp	circlegreen	octopurp	41	prime	1309375238.185672	1.427088	9	
94	25.0	2	sample	heartpurp	circlepurp	tripurp	octopurp	line	sqblue	diablue	heartblue	circleblue	41	prime	1309375240.129348	2.847789	3	
95	89.0	2	sample	heartblack	circleblue	triblack	none	line	none	heartblack	triblack	none	41	prime	1309375243.463081	1.121665	8	
96	1.0	2	sample	octogreen	sqblue	triyellow	none	line	heartred	circlepurp	diagreen	none	41	prime	1309375245.080053	1.145483	1	
97	105.0	2	sample	sqblack	sqblack	diapurp	diablue	line	diablack	tripurp	sqblue	none	41	prime	1309375246.728493	2.480166	1	
98	100.0	2	sample	circleblack	circleblue	octoblack	octopurp	line	octoblue	heartblack	circlepurp	none	41	prime	1309375249.712683	2.280283	8	
99	95.0	2	sample	diablue	diayellow	heartblue	heartyellow	line	diablue	heartblue	heartyellow	none	41	prime	1309375252.497142	1.053719	8	
100	78.0	2	sample	heartblack	circlered	octoyellow	none	line	none	heartblack	circlered	none	41	prime	1309375254.035166	0.907835	8	
101	67.0	2	sample	triblue	heartpurp	octoyellow	sqblue	line	heartblue	tripurp	octoyellow	triyellow	41	prime	1309375255.462452	2.331255	8	
102	34.0	2	sample	sqred	diagreen	sqred	circlegreen	line	diared	diagreen	sqgreen	circlegreen	41	prime	1309375258.306061	2.371306	7	
103	76.0	2	sample	diared	triblue	heartgreen	none	line	none	triblue	heartgreen	none	41	prime	1309375261.164845	1.136706	8	
104	84.0	2	sample	triyellow	diared	heartyellow	none	line	none	trired	heartred	none	41	prime	1309375262.789522	1.898674	8	
item	itemNumber	block	type	shapeOne	shapeTwo	shapeThree	shapeFour	line	shapeFive	shapeSix	shapeSeven	shapeEight	sID	mode	onset_time	record_time	response	Other_keys
0	49.0	2	sample	tripurp	heartyellow	diablack	none	line	diablack	heartyellow	tripurp	none	42	prime	1309378438.296687	1.309026	2	
1	2.0	2	sample	triblack	circleyellow	diablue	none	line	diapurp	sqpurp	octoblack	none	42	prime	1309378440.104540	0.810404	1	
2	64.0	2	sample	diayellow	tripurp	diagreen	circleblack	line	tripurp	diapurp	heartblue	circleblack	42	prime	1309378441.434031	0.740512	2	
3	48.0	2	sample	sqpurp	octogreen	diablue	none	line	diablue	octogreen	sqpurp	none	42	prime	1309378442.666422	1.463723	7	
4	42.0	2	sample	circleblack	octoyellow	diared	none	line	diablue	heartpurp	sqyellow	none	42	prime	1309378444.625664	1.642364	2	
5	96.0	2	sample	heartgreen	octogreen	octoblack	none	line	heartgreen	heartblack	octogreen	octoblack	42	prime	1309378446.770762	1.104991	7	
6	74.0	2	sample	triblue	circlegreen	diayellow	none	line	none	triyellow	circlegreen	none	42	prime	1309378448.364531	1.135286	6	
7	32.0	2	sample	diapurp	heartyellow	sqpurp	sqyellow	line	diapurp	diapurp	sqyellow	sqyellow	42	prime	1309378450.008590	1.397075	7	
8	13.0	2	sample	circlered	sqblack	circleyellow	none	line	trired	circleblack	triyellow	none	42	prime	1309378451.905715	1.339532	7	
9	69.0	2	sample	triblack	sqgreen	octoblack	diagreen	line	triblack	sqgreen	octoblack	diagreen	42	prime	1309378453.759835	0.943838	8	
10	40.0	2	sample	circleblue	octopurp	trired	none	line	heartgreen	diayellow	sqblack	none	42	prime	1309378455.200222	1.044771	1	
11	8.0	2	sample	tripurp	octoblue	diayellow	none	line	tripurp	octoblack	diapurp	none	42	prime	1309378456.742331	1.358778	3	
12	105.0	2	sample	diablue	diablue	sqyellow	sqblack	line	sqblue	heartyellow	diablack	none	42	prime	1309378458.603697	0.707281	4	
13	71.0	2	sample	heartyellow	triblue	octoblack	heartgreen	line	heartyellow	triblue	octoblack	heartgreen	42	prime	1309378459.827735	1.206839	9	
14	94.0	2	sample	diared	diagreen	trired	trigreen	line	diared	trired	trigreen	none	42	prime	1309378461.547248	0.763433	3	
15	75.0	2	sample	heartblack	octoyellow	sqblue	none	line	none	heartblue	octoyellow	none	42	prime	1309378462.678014	0.859111	3	
16	1.0	2	sample	circleblack	diayellow	heartpurp	none	line	trired	sqgreen	octoblack	none	42	prime	1309378464.031046	1.527932	1	
17	59.0	2	sample	sqgreen	octoblack	octoblue	diared	line	heartyellow	heartblack	heartblue	diared	42	prime	1309378466.072749	2.386533	4	
18	19.0	2	sample	heartred	circleblack	heartred	none	line	circleblack	heartred	circleblack	none	42	prime	1309378468.953691	1.560620	9	
19	100.0	2	sample	triblue	trigreen	octoblue	octopurp	line	octogreen	heartblue	tripurp	none	42	prime	1309378471.024429	1.462109	5	
20	11.0	2	sample	heartred	triblue	sqgreen	none	line	tripurp	sqred	octopurp	none	42	prime	1309378472.983749	0.845145	6	
21	87.0	2	sample	none	octoyellow	heartyellow	none	line	octoblack	triyellow	heartblack	none	42	prime	1309378474.312881	0.808724	3	
22	98.0	2	sample	heartblue	heartblue	circlegreen	circleblack	line	circleblue	sqgreen	heartblack	none	42	prime	1309378475.624765	0.772990	4	
23	101.0	2	sample	octoblue	octoyellow	diablue	diagreen	line	diayellow	triblue	octogreen	none	42	prime	1309378476.904093	2.228132	7	
24	81.0	2	sample	sqblue	sqyellow	sqblue	none	line	none	sqblue	sqblue	none	42	prime	1309378479.614083	0.976623	7	
25	37.0	2	sample	diagreen	sqblue	diagreen	sqblue	line	sqblue	diagreen	sqblue	diagreen	42	prime	1309378481.103351	1.989819	8	
26	30.0	2	sample	diablack	octopurp	circleblack	octoblack	line	octopurp	heartyellow	heartyellow	circleyellow	42	prime	1309378483.606573	2.038839	3	
27	5.0	2	sample	tripurp	diared	sqgreen	none	line	octoyellow	diared	sqgreen	none	42	prime	1309378486.138941	1.047765	4	
28	76.0	2	sample	octoblue	diagreen	circlepurp	none	line	none	diagreen	circlepurp	none	42	prime	1309378487.670439	0.576939	2	
29	73.0	2	sample	octoblue	heartblack	circlepurp	none	line	none	diayellow	trired	none	42	prime	1309378488.733150	1.072177	1	
30	34.0	2	sample	trired	octogreen	trired	sqgreen	line	octored	octogreen	trigreen	sqgreen	42	prime	1309378490.323988	1.470019	2	
31	56.0	2	sample	heartyellow	diapurp	trigreen	sqblue	line	diablue	sqgreen	heartpurp	triyellow	42	prime	1309378492.310429	1.140856	2	
32	43.0	2	sample	circlepurp	octored	triblue	none	line	triblack	diayellow	heartred	none	42	prime	1309378493.949487	0.778040	2	
33	77.0	2	sample	circlepurp	diared	octoyellow	none	line	none	diared	octoyellow	none	42	prime	1309378495.210311	0.611003	1	
34	88.0	2	sample	diablack	circlered	heartblack	none	line	none	diablack	heartblack	none	42	prime	1309378496.304003	2.202045	7	
35	38.0	2	sample	circleblue	circleblue	heartblack	octoblack	line	circleblue	heartblue	circleblack	heartblack	42	prime	1309378499.020972	5.003844	7	
36	99.0	2	sample	heartyellow	heartyellow	sqblack	sqgreen	line	sqyellow	diablack	heartgreen	none	42	prime	1309378504.525123	2.615455	7	
37	85.0	2	sample	sqyellow	heartblue	circleyellow	none	line	none	sqblue	circleblue	none	42	prime	1309378507.624704	1.587555	4	
38	50.0	2	sample	sqred	sqblue	octoyellow	none	line	sqgreen	sqblue	octoyellow	none	42	prime	1309378509.704161	0.800728	5	
39	68.0	2	sample	circleyellow	octogreen	triyellow	sqgreen	line	circleyellow	octogreen	triyellow	sqgreen	42	prime	1309378511.020823	1.522510	9	
40	21.0	2	sample	octored	heartblack	octored	none	line	octoblack	heartred	octoblack	none	42	prime	1309378513.038045	2.770198	7	
41	24.0	2	sample	circleblack	triblack	diablack	heartblack	line	sqyellow	octoyellow	circleyellow	triyellow	42	prime	1309378516.324436	2.268106	4	
42	45.0	2	sample	heartpurp	triblue	diayellow	none	line	diayellow	octored	heartpurp	none	42	prime	1309378519.087486	0.830812	3	
43	31.0	2	sample	heartblue	octoyellow	sqblue	octoblue	line	octoyellow	circlepurp	circlepurp	sqpurp	42	prime	1309378520.431307	0.779792	2	
44	17.0	2	sample	heartblack	octored	heartblack	none	line	heartblack	octoblack	heartblack	none	42	prime	1309378521.703383	1.977028	8	
45	14.0	2	sample	sqyellow	octoblue	sqyellow	none	line	sqyellow	octoblack	sqyellow	none	42	prime	1309378524.171205	1.249383	8	
46	7.0	2	sample	sqyellow	circleblack	sqyellow	none	line	sqyellow	circleblack	sqyellow	none	42	prime	1309378525.910075	0.902610	8	
47	65.0	2	sample	octoyellow	triblack	octoblue	sqpurp	line	triblack	octoblack	circlered	sqpurp	42	prime	1309378527.329210	1.024816	3	
48	54.0	2	sample	octoblue	octoblue	octogreen	octogreen	line	diagreen	diablack	diablack	circleblue	42	prime	1309378528.868478	2.070904	1	
49	20.0	2	sample	heartyellow	circleblue	heartyellow	none	line	heartblue	circleyellow	heartblue	none	42	prime	1309378531.434728	1.625953	8	
50	22.0	2	sample	circlegreen	tripurp	circlegreen	none	line	trigreen	circlepurp	circlepurp	none	42	prime	1309378533.407124	1.377197	3	
51	23.0	2	sample	heartgreen	circlepurp	heartgreen	none	line	circlegreen	heartpurp	heartpurp	none	42	prime	1309378535.275782	1.199002	2	
52	28.0	2	sample	sqgreen	circlepurp	sqgreen	circleyellow	line	sqgreen	octopurp	sqgreen	octoyellow	42	prime	1309378536.984522	2.589406	7	
53	67.0	2	sample	diagreen	heartblue	sqred	octogreen	line	heartgreen	diablue	sqred	diared	42	prime	1309378540.088423	1.888499	5	
54	6.0	2	sample	sqblack	heartblue	sqblack	none	line	sqblack	heartblue	sqblack	none	42	prime	1309378542.467159	2.161516	9	
55	44.0	2	sample	heartred	tripurp	sqyellow	none	line	sqyellow	circleblack	heartred	none	42	prime	1309378545.122960	1.013797	4	
56	58.0	2	sample	octoyellow	sqred	sqgreen	circleblack	line	heartblue	heartred	heartgreen	circleblack	42	prime	1309378546.649932	1.110992	4	
57	16.0	2	sample	octoyellow	sqblue	octoyellow	none	line	octoyellow	sqyellow	octoyellow	none	42	prime	1309378548.252679	1.397595	8	
58	82.0	2	sample	tripurp	heartblack	tripurp	none	line	none	triblack	triblack	none	42	prime	1309378550.139322	1.532821	7	
59	57.0	2	sample	heartgreen	circlered	diablue	sqyellow	line	circleyellow	sqblue	heartred	diagreen	42	prime	1309378552.187093	1.125833	4	
60	4.0	2	sample	octoblue	sqred	circlepurp	none	line	octoblue	sqred	diayellow	none	42	prime	1309378553.807197	2.074457	6	
61	10.0	2	sample	sqgreen	heartyellow	tripurp	none	line	heartblack	trigreen	octoblack	none	42	prime	1309378556.376880	1.112381	6	
62	79.0	2	sample	circlegreen	sqblue	diapurp	none	line	none	circlegreen	sqblue	none	42	prime	1309378557.971262	1.573073	7	
63	18.0	2	sample	heartpurp	sqyellow	heartpurp	none	line	sqyellow	heartpurp	sqyellow	none	42	prime	1309378560.033805	1.665007	9	
64	80.0	2	sample	diablue	diayellow	diablue	none	line	none	diablue	diablue	none	42	prime	1309378562.182750	1.156764	9	
65	93.0	2	sample	circlepurp	diared	trigreen	octoblue	line	heartyellow	sqblack	circlepurp	none	42	prime	1309378563.844437	1.500455	1	
66	72.0	2	sample	sqblue	heartpurp	trigreen	none	line	none	circleblack	diared	none	42	prime	1309378565.829412	0.692160	1	
67	60.0	2	sample	circlegreen	triyellow	heartpurp	sqyellow	line	circlegreen	sqblack	heartpurp	trired	42	prime	1309378567.036360	2.650619	4	
68	52.0	2	sample	diapurp	diapurp	diapurp	diapurp	line	sqyellow	sqyellow	sqyellow	sqyellow	42	prime	1309378570.195853	2.673164	1	
69	36.0	2	sample	heartblue	sqblack	heartblue	sqblack	line	sqblack	heartblue	sqblack	heartblue	42	prime	1309378573.380708	2.106791	9	
70	97.0	2	sample	heartyellow	triyellow	trired	none	line	heartyellow	heartred	triyellow	trired	42	prime	1309378575.999690	1.907500	4	
71	92.0	2	sample	octoblack	diagreen	circleblue	heartpurp	line	sqyellow	trired	octoblack	none	42	prime	1309378578.395523	0.423230	6	
72	46.0	2	sample	circlered	sqblue	diayellow	none	line	octored	sqblue	heartyellow	none	42	prime	1309378579.313359	2.173669	8	
73	91.0	2	sample	none	octoyellow	diayellow	none	line	octoyellow	circlepurp	diayellow	none	42	prime	1309378581.969261	1.937326	7	
74	66.0	2	sample	heartblack	tripurp	diayellow	sqblack	line	triblack	heartpurp	diayellow	heartyellow	42	prime	1309378584.421922	2.070113	1	
75	26.0	2	sample	circleblack	triblue	octogreen	octopurp	line	sqblack	heartblue	diagreen	diapurp	42	prime	1309378587.006547	1.772486	7	
76	89.0	2	sample	octored	diapurp	heartred	none	line	none	octored	heartred	none	42	prime	1309378589.264084	2.779862	3	
77	39.0	2	sample	triblack	triblack	heartyellow	octoyellow	line	triblack	heartblack	triyellow	heartyellow	42	prime	1309378592.563349	0.806465	1	
78	25.0	2	sample	sqblue	heartblue	octoblue	diablue	line	circlegreen	trigreen	sqgreen	heartgreen	42	prime	1309378593.885476	1.373631	1	
79	95.0	2	sample	circleyellow	circlepurp	triyellow	tripurp	line	circleyellow	triyellow	tripurp	none	42	prime	1309378595.769699	2.339882	5	
80	62.0	2	sample	diablue	sqpurp	circleyellow	trigreen	line	sqblue	diapurp	octoyellow	heartgreen	42	prime	1309378598.624710	2.849221	6	
81	27.0	2	sample	octoblack	heartpurp	circlegreen	circleblue	line	diablack	sqpurp	trigreen	triblue	42	prime	1309378601.990384	0.925433	6	
